Dialect,ID,English,Transliteration,Arabic,tags
Syrian,A-11-5,Ceiling ___ meters,saquf ___ meter,سقف ___ متر,"military, air crew"
Syrian,A-11-6,Visibility ___ kilometers,ir ro-yaa ___ keelometer,الرؤيا ___ كيلومتر,"military, air crew"
Syrian,A-11-7,Barometric pressure ___ millibars,meqyaas iDh DhagheT il jawee ___ milibaar,مقياس الضغط الجوي ___ مليبار,"military, air crew"
Syrian,A-11-8,Wind shear,ma-S ir reeH,مقص الريح,"military, air crew"
Syrian,A-11-9,Severe conditions,Haalaat Sa’beh,حالات صعبة,"military, air crew"
Syrian,B-01-01,Stop!,wa-f!,وقف!,military
Syrian,B-01-02,Stop or I will shoot!,yaa betwa-f yaa buTlu in naar ‘aleyk!,يا بتوقف يا بطلق النار عليك!,military
Syrian,B-01-03,Follow our orders.,itbaa’ aawaamernaa,اتباع اوامرنا,military
Syrian,B-01-04,Don’t shoot!,laa teTle in naar!,لا تطلق النار!,military
Syrian,B-01-05,Put your weapon down.,HuT islaaHak ‘al aarDh,حط سلاحك عالارض,military
Syrian,B-01-06,Move.,tHarak,تحرك,military
Syrian,B-01-07,Come here.,ta’aal lahon,تعال لهون,military
Syrian,B-01-08,Follow me.,ilHa-nee,الحقني,military
Syrian,B-01-09,Stay here.,Khaleek hon,خليك هون,military
Syrian,B-01-10,Wait here.,intezer hon,انتظر هون,military
Syrian,B-01-11,Do not move.,laa tetHarak,لا تتحرك,military
Syrian,B-01-12,Stay where you are.,ib-aa bemakaanak,ابقى بمكانك,military
Syrian,B-01-13,Come with me.,ta’aal ma’ee,تعال معي,military
Syrian,B-01-14,Take me to ___.,Khednee ila ___,خدني الى ___,military
Syrian,B-01-15,Be quiet.,iskoot,اسكوت,military
Syrian,B-01-16,Slow down.,tamahal,تمهل,military
Syrian,B-01-17,Move slowly.,tHarak be buTu,تحرك ببطء,military
Syrian,B-01-18,Hands up.,irfa’oo edeykum,ارفعوا إيديكم,military
Syrian,B-01-19,Lower your hands.,nazloo edeykum,نزلوا إيديكم,military
Syrian,B-01-20,Lie down.,tsaTaH,تسطح,military
Syrian,B-01-21,Lie on your stomach.,naam ‘ala baTnak,نام على بطنك,military
Syrian,B-01-22,Get up.,inhaDh,انهض,military
Syrian,B-01-23,Surrender.,istaslim,استسلم,military
Syrian,B-01-24,You are a prisoner.,inte sajeen,إنت سجين,military
Syrian,B-01-25,We must search you.,‘aleenaa ino infatshak,علينا إنه إنفتشك,military
Syrian,B-01-26,Turn around.,door,دور,military
Syrian,B-01-27,Walk forward.,imshee la eedaam,امشي لقدام,military
Syrian,B-01-28,Form a line.,shakloo Saf,شكلوا صف,military
Syrian,B-01-29,One at a time.,waHed waHed,واحد واحد,military
Syrian,B-01-30,You are next.,inte illi ba’doh,إنت اللي بعده,military
Syrian,B-01-31,No talking.,laa teHkoo,لا تحكوا,military
Syrian,B-01-32,Do not resist.,laa t-aawim,لا تقاوم,military
Syrian,B-01-33,Calm down.,ihdaa,اهدا,military
Syrian,B-01-34,Give me,‘aTeenee,عطيني,military
Syrian,B-01-35,Do not touch.,laa ted-or,لا تدقر,military
Syrian,B-01-36,Do not remove.,laa ten-ol,لا تنقل,military
Syrian,B-01-37,Keep away.,ba’ed,بعد,military
Syrian,B-01-38,Let us pass.,Khaleenaa inmur,خلينا نمر,military
Syrian,B-01-39,Don’t be frightened.,laa tKhaaf,لا تخاف,military
Syrian,B-01-40,You can leave.,feek itrooH,فيك تروح,military
Syrian,B-01-41,Go,rooH,روح,military
Syrian,B-01-42,Go home.,rooH ‘al bayt,روح عالبيت,military
Syrian,B-01-43,Open,iftaH,افتح,military
Syrian,B-01-44,Close,saker,سكر,military
Syrian,B-01-45,Beware,intebeh,انتبه,military
Syrian,B-01-46,Bring me,jeblee,جبلي,military
Syrian,B-01-47,Distribute,waze’,وزع,military
Syrian,B-01-48,Fill,malee,ملي,military
Syrian,B-01-49,Lift,irfaa’,ارفاع,military
Syrian,B-01-50,Pour into,Sob fee,صب في,military
Syrian,B-01-51,Put,HuT,حط,military
Syrian,B-01-52,Take,Khod,خود,military
Syrian,B-01-53,Load,Hamel,حمل,military
Syrian,B-01-54,Unload,nazel,نزل,military
Syrian,B-01-55,Help me,saa’dnee,ساعدني,military
Syrian,B-01-56,Show me,farjeenee,فرجيني,military
Syrian,B-01-57,Tell me,iHkeelee,احكيلي,military
Syrian,B-02-01,Please.,min faDhlak,من فضلك,military
Syrian,B-02-02,Thank you.,shukran,شكراً,military
Syrian,B-02-03,Can someone assist us?,fee Hadaa mumken yesaa’dnaa?,في حدا ممكن يساعدنا؟,military
Syrian,B-02-04,OK.,mowaafe,موافق,military
Syrian,B-02-05,Excuse me. / I’m sorry.,‘afwan,عفواً,military
Syrian,B-02-06,Yes,eyh,إيه,military
Syrian,B-02-07,No,la-a,لأ,military
Syrian,B-02-08,Maybe,mumken,ممكن,military
Syrian,B-02-09,Right,mazbooT,مزبوط,military
Syrian,B-02-10,Wrong,ghalaT,غلط,military
Syrian,B-02-11,Here,hon,هون,military
Syrian,B-02-13,I want,bedee,بدي,military
Syrian,B-02-14,I do not want,maa bedee,ما بدي,military
Syrian,B-02-15,Danger,KhaTeer,خطير,military
Syrian,B-02-16,We are here to help you.,naHnaa hon lan saa’dkum,نحنا هون لنساعدكم,military
Syrian,B-02-17,Help is on the way.,ilmusaa’deh jaayeh biT Taree,المساعدة جاية بالطريق,military
Syrian,B-02-18,We are Americans.,naHnaa amerkaan,نحنا أميركان,military
Syrian,B-02-19,You will not be harmed.,maa raH inra-bak,ما رح انراقبك,military
Syrian,B-02-20,You are safe.,inte be aamaan,إنت بأمان,military
Syrian,B-02-21,"OK, no problem.","eyh, maa fee mushkeleh",إيه، ما في مشكلة,military
Syrian,B-02-22,Who?,meen?,مين؟,military
Syrian,B-02-23,What?,sho?,شو؟,military
Syrian,B-02-24,When?,imta?,إيمتى؟,military
Syrian,B-02-25,Where?,wayn?,وين؟,military
Syrian,B-02-26,Why?,laysh?,ليش؟,military
Syrian,B-02-27,How?,keef?,كيف؟,military
Syrian,B-02-28,What happened?,sho Saar?,شو صار؟,military
Syrian,B-02-29,Do you have ___?,ma’ak ___?,معك ___؟,military
Syrian,B-02-30,Do you need help?,bedak musaa’deh?,بدك مساعدة؟,military
Syrian,B-02-31,I am,anaa,أنا,military
Syrian,B-02-32,You are,inte,إنت,military
Syrian,B-02-33,He / She is,hooweh / heeyeh,هوي / هي,military
Syrian,B-02-34,We are,naHnaa,نحنا,military
Syrian,B-02-35,They are,henee,هني,military
Syrian,B-03-01,Welcome.,ahleen,أهلين,military
Syrian,B-03-02,Hello.,marHabaa,مرحبا,military
Syrian,B-03-03,Good morning.,SabaH il Khayr,صباح الخير,military
Syrian,B-03-04,Good night.,tSbaH ‘ala Khayr,تصبح على خير,military
Syrian,B-03-05,Good bye.,KhaTrak,خاطرك,military
Syrian,B-03-06,How are you?,keef Haalak?,كيف حالك؟,military
Syrian,B-03-07,"I’m fine, thanks, and you?","imneeH, shukran, wo inte?",امنيح، شكرا، وإنت؟,military
Syrian,B-03-08,I’m pleased to meet you.,anaa mabsooT le-nee shiftak,أنا مبسوط لإني شفتك,military
Syrian,B-03-09,Thank you for your help.,shukran lee mesaa’dtak,شكراً لمساعدتك,military
Syrian,B-03-10,My name is ___.,ismee ___,إسمي ___,military
Syrian,B-04-01,Do you speak English?,betHkee ingleezee?,بتحكي إنكليزي؟,military
Syrian,B-04-02,I do not speak Syrian.,anaa maa beHkee soree,أنا ما بحكي سوري,military
Syrian,B-04-03,What is your name?,sho ismak?,شو إسمك؟,military
Syrian,B-04-04,When is your birthday?,imta ‘eed meelaadak?,إمتى عيد ميلادك؟,military
Syrian,B-04-05,Where were you born?,wayn iKhle-et?,وين إخلقت؟,military
Syrian,B-04-06,What is your rank / title?,sho retebtak?,شو رتبتك؟,military
Syrian,B-04-07,What is your nationality?,sho jenseetak?,شو جنسيتك؟,military
Syrian,B-04-08,Do you have any identification papers?,ma’ak haweeyeh?,معك هوية؟,military
Syrian,B-04-09,Do you have a passport?,ma’ak jawaaz safar?,معك جواز سفر؟,military
Syrian,B-04-10,What is your job?,sho shghlak?,شو شغلك؟,military
Syrian,B-04-11,Who is in charge?,meen il mas-ool?,مين المسؤول؟,military
Syrian,B-04-12,Where do you serve?,wayn ibteKhdum?,وين إبتخدم؟,military
Syrian,B-04-13,Which group are you in?,min ay majmoo’a inte?,من أي مجموعة إنت؟,military
Syrian,B-04-14,Answer the questions.,jaaweb ‘ala il as-ele,جاوب على الأسئلة,military
Syrian,B-04-15,Where are you from?,min wayn inte?,من وين إنت؟,military
Syrian,B-04-16,Do you understand?,‘am tefham ‘aleenaa?,عم تفهم علينا؟,military
Syrian,B-04-17,I don’t understand.,maa ‘am ifham,ما عم إفهم,military
Syrian,B-04-18,How much?,ad deysh?,قديش؟,military
Syrian,B-04-19,How many?,kam mara?,كم مرة؟,military
Syrian,B-04-20,Repeat it,‘eedhaa,عيدها,military
Syrian,B-04-21,Where is ___?,wayn ___?,وين ___؟,military
Syrian,B-04-22,What direction?,keef ibrooH lahneek?,كيف إبروح لهنيك؟,military
Syrian,B-04-23,Is it far?,b’eedeh min hon?,بعيدة من هون؟,military
Syrian,B-04-24,Are there armed men near here?,mawjood shee irjaal hon imsalaHeen?,موجود شي إرجال هون إمسلحين؟,military
Syrian,B-04-25,Where did they go?,wayn raaHoo?,وين راحوا؟,military
Syrian,B-04-26,What weapons?,ay asleHa?,أي اسلحة؟,military
Syrian,B-04-27,Speak slowly.,iHkee shway shway,احكي شوي شوي,military
Syrian,B-04-28,Where is your unit?,wayn waHedtak?,وين وحدتك؟,military
Syrian,B-04-29,Where did you see them?,wayn shiftom?,وين شفتم؟,military
Syrian,B-04-30,Where is your family?,wayn ‘aa-eltak?,وين عائلتك؟,military
Syrian,B-05-01,0    Zero,Sufur,صفر,military
Syrian,B-05-02,1    One,waaHed,واحد,military
Syrian,B-05-03,2    Two,itneyn,اتنين,military
Syrian,B-05-04,3    Three,tlaatee,تلاتة,military
Syrian,B-05-05,4    Four,arba’a,اربعة,military
Syrian,B-05-06,5    Five,Khamseh,خمسة,military
Syrian,B-05-07,6    Six,seteh,ستة,military
Syrian,B-05-08,7    Seven,sab’a,سبعة,military
Syrian,B-05-09,8    Eight,tmaaneh,تمانة,military
Syrian,B-05-10,9    Nine,tes’a,تسعة,military
Syrian,B-05-11,10  Ten,‘ashara,عشرة,military
Syrian,B-05-12,11  Eleven,iHda’ash,احدعش,military
Syrian,B-05-13,12  Twelve,itnaa’ash,اتناعش,military
Syrian,B-05-14,13  Thirteen,tlaata’ash,تلاتعش,military
Syrian,B-05-15,14  Fourteen,arb’ta’ash,اربعتعش,military
Syrian,B-05-16,15  Fifteen,Khamesta’ash,خمستعش,military
Syrian,B-05-17,16  Sixteen,setaa’ash,ستاعش,military
Syrian,B-05-18,17  Seventeen,saba’taa’ash,سبعتاعش,military
Syrian,B-05-19,18  Eighteen,tmontaa’ash,تمنتاعش,military
Syrian,B-05-20,19  Nineteen,tasaata’ash,تساتعش,military
Syrian,B-05-21,20  Twenty,‘shreen,عشرين,military
Syrian,B-05-22,30  Thirty,tlaateen,تلاتين,military
Syrian,B-05-23,40  Forty,arba’een,اربعين,military
Syrian,B-05-24,50  Fifty,Khamseen,خمسين,military
Syrian,B-05-25,60  Sixty,seteen,ستين,military
Syrian,B-05-26,70  Seventy,sab’een,سبعين,military
Syrian,B-05-27,80  Eighty,itmaaneen,إتمانين,military
Syrian,B-05-28,90  Ninety,tes’een,تسعين,military
Syrian,B-05-29,100 Hundred,meyeh,مية,military
Syrian,B-05-30,"1,000 Thousand",alf,الف,military
Syrian,B-05-31,"10,000 Ten Thousand",‘asher taalaaf,عشر تالاف,military
Syrian,B-05-32,"100,000 Hundred Thousand",meet alf,مية الف,military
Syrian,B-05-33,"1,000,000 Million",malyoon,مليون,military
Syrian,B-05-34,Plus,zaa-ed,زائد,military
Syrian,B-05-35,Minus,naa-eS,ناقص,military
Syrian,B-05-36,More (than),akter min,اكثر من,military
Syrian,B-05-37,Less (than),aqal min,اقل من,military
Syrian,B-05-38,Approximately,ta-reeban,تقريباً,military
Syrian,B-05-39,First,aawalan,اولًا,military
Syrian,B-05-40,Second,thaaneeyan,ثانياً,military
Syrian,B-05-41,Third,taaletan,تالتاً,military
Syrian,B-06-01,Sunday,il aaHad,الاحد,military
Syrian,B-06-02,Monday,itaneyn,إتنين,military
Syrian,B-06-03,Tuesday,it talaataa,الثلاثاء,military
Syrian,B-06-04,Wednesday,il arba’aa,الاربعاء,military
Syrian,B-06-05,Thursday,il Khamees,الخميس,military
Syrian,B-06-06,Friday,il jum’a,الجمعة,military
Syrian,B-06-07,Saturday,is sabet,السبت,military
Syrian,B-06-08,Yesterday,imbaareH,امبارح,military
Syrian,B-06-09,Today,il yom,اليوم,military
Syrian,B-06-10,Tomorrow,bukra,بكره,military
Syrian,B-06-11,Day,yoom,يوم,military
Syrian,B-06-12,Night,layleh,ليلة,military
Syrian,B-06-13,Week,isboo’,اسبوع,military
Syrian,B-06-14,Month,shaher,شهر,military
Syrian,B-06-15,Year,seneh,سنة,military
Syrian,B-06-16,Second,saaneyeh,سانية,military
Syrian,B-06-17,Minute,da-ee-a,دقيقة,military
Syrian,B-06-18,Hour,saa’a,ساعة,military
Syrian,B-06-19,Morning,iS SubuH,الصبح,military
Syrian,B-06-20,Evening,il masaa,المساء,military
Syrian,B-06-21,Noon,iDh Dhuher,الضهر,military
Syrian,B-06-22,Afternoon,ba’ed iDh Dhuhur,بعد الضهر,military
Syrian,B-06-23,Midnight,nuS il layl,نص الليل,military
Syrian,B-06-24,Now,hala,هلق,military
Syrian,B-06-25,Later,ba’deyn,بعدين,military
Syrian,B-07-01,Above / Over,fow / a’laa,فوق / أعلى,military
Syrian,B-07-02,After / Past,ba’ad / betmur,بعد / بتمر,military
Syrian,B-07-03,Back / Behind,waraa / Khalf,وراء / خلف,military
Syrian,B-07-04,Before / In front of / Forward,aabel / edaam / ila il aamaam,قبل / قدام / الى الامام,military
Syrian,B-07-05,Between,beyn,بين,military
Syrian,B-07-06,Coordinates,benase,بينسق,military
Syrian,B-07-07,Degrees,darajaat,درجات,military
Syrian,B-07-08,Down,il fajer,الفجر,military
Syrian,B-07-09,East,shar,شرق,military
Syrian,B-07-10,Far,be’eed,بعيد,military
Syrian,B-07-11,Longitude,KhaT iT Tool,خط الطول,military
Syrian,B-07-12,Left,shmaal,شمال,military
Syrian,B-07-13,Latitude,KhaT il ‘arDh,خط العرض,military
Syrian,B-07-14,My position is ___.,wazeeftee ___,وظيفتي ___,military
Syrian,B-07-15,Near,aareeb,قريب,military
Syrian,B-07-16,North,ishmaal,شمال,military
Syrian,B-07-17,Northeast,shmaal shar,شمال شرق,military
Syrian,B-07-18,Northwest,ishmaal gharb,شمال غرب,military
Syrian,B-07-19,Right,yameen,يمين,military
Syrian,B-07-20,South,jenoob,جنوب,military
Syrian,B-07-21,Southeast,jenoob shar,جنوب شرق,military
Syrian,B-07-22,Southwest,jenoob gharb,جنوب غرب,military
Syrian,B-07-23,Straight ahead.,dughree,دغري,military
Syrian,B-07-24,Under,taHet,تحت,military
Syrian,B-07-25,Up,fow,فوق,military
Syrian,B-08-01,Beach,shaTe,شاطئ,military
Syrian,B-08-02,Border,Hedood,حدود,military
Syrian,B-08-03,Bridge,jeser,جسر,military
Syrian,B-08-04,Camp,muKhayem,مخيم,military
Syrian,B-08-05,Dirt road,Taree woseKh,طريق وسخ,military
Syrian,B-08-06,Forest,ghaabeh,غابة,military
Syrian,B-08-07,Harbor,marfaa,مرفأ,military
Syrian,B-08-08,Hill,taleh,تلة,military
Syrian,B-08-09,House,bayt,بيت,military
Syrian,B-08-10,Lake,buHayra,بحيرة,military
Syrian,B-08-11,Meadow,marj,مرج,military
Syrian,B-08-12,Mountain,jabel,جبل,military
Syrian,B-08-13,Ocean,muHeeT,محيط,military
Syrian,B-08-14,Path,mamar,ممر,military
Syrian,B-08-15,Paved road,Taree imzafat,طريق مزفت,military
Syrian,B-08-16,Place,makaan,مكان,military
Syrian,B-08-17,Position,manSeb,منصب,military
Syrian,B-08-18,River,naher,نهر,military
Syrian,B-08-19,Road,Taree,طريق,military
Syrian,B-08-20,Sea,baHar,بحر,military
Syrian,B-08-21,Square,saaHa,ساحة,military
Syrian,B-08-22,Tree,shajara,شجرة,military
Syrian,B-08-23,Valley,waadee,وادي,military
Syrian,B-08-24,Village,qaryeh,قرية,military
Syrian,B-08-25,Where?,wayn?,وين؟,military
Syrian,B-09-01,Black,aswad,أسود,military
Syrian,B-09-02,Blue,azra,أزرق,military
Syrian,B-09-03,Brown,benee,بني,military
Syrian,B-09-04,Gray,ramaadee,رمادي,military
Syrian,B-09-05,Green,aKhDhar,أخضر,military
Syrian,B-09-06,Orange,oranj,اورانج,military
Syrian,B-09-07,Purple,banafsajee,بنفسجي,military
Syrian,B-09-08,Red,aHmar,أحمر,military
Syrian,B-09-09,White,abyaDh,أبيض,military
Syrian,B-09-10,Yellow,aSfar,أصفر,military
Syrian,B-09-11,Big,DhaKhum,ضخم,military
Syrian,B-09-12,Deep,‘amee,عميق,military
Syrian,B-09-13,Long,Taweel,طويل,military
Syrian,B-09-14,Narrow,Dhayee,ضيق,military
Syrian,B-09-15,Short (in height),aaSeer biT Tool,قصير بالطول,military
Syrian,B-09-16,Short (in length),aaSeer biT Tool,قصير بالطول,military
Syrian,B-09-17,"Small, little","iSgheer, aaleel",صغير، قليل,military
Syrian,B-09-18,Tall,Taweel,طويل,military
Syrian,B-09-19,Thick,ismeek,سميك,military
Syrian,B-09-20,Thin,naHeef,نحيف,military
Syrian,B-09-21,Wide,‘areeDh,عريض,military
Syrian,B-09-22,Round,imdawar,مدور,military
Syrian,B-09-23,Straight,mustaqeem,مستقيم,military
Syrian,B-09-24,Square,imraba’,مربع,military
Syrian,B-09-25,Triangular,muzalaz,مثلث,military
Syrian,B-09-26,Bitter,mer,مر,military
Syrian,B-09-27,Fresh,taaza,تازة,military
Syrian,B-09-28,Salty,maaleH,مالح,military
Syrian,B-09-29,Sour,HaamuDh,حامض,military
Syrian,B-09-30,Spicy,Had,حد,military
Syrian,B-09-31,Sweet,Hulo,حلو,military
Syrian,B-09-32,Bad,moo imneeH,مو منيح,military
Syrian,B-09-33,Clean,inDheef,نضيف,military
Syrian,B-09-34,Dark,me’tem,معتم,military
Syrian,B-09-35,Difficult,Sa’eb,صعب,military
Syrian,B-09-36,Dirty,wuseKh,وسخ,military
Syrian,B-09-37,Dry,jaaf,جاف,military
Syrian,B-09-38,Easy,sahel,سهل,military
Syrian,B-09-39,Empty,faaDhee,فاضي,military
Syrian,B-09-40,Expensive,ghaalee,غالي,military
Syrian,B-09-41,Fast,saree’,سريع,military
Syrian,B-09-42,Foreign,ajnabee,اجنبي,military
Syrian,B-09-43,Full,malyaan,مليان,military
Syrian,B-09-45,Hard (firm),aasee,قاسي,military
Syrian,B-09-46,Heavy,it-eel,تقيل,military
Syrian,B-09-47,Inexpensive,moo ghaalee,مو غالي,military
Syrian,B-09-48,Light (illumination),Dho Khafeef,ضو خفيف,military
Syrian,B-09-49,Light (weight),wazen Khafeef,وزن خفيف,military
Syrian,B-09-50,Local,maHalee,محلي,military
Syrian,B-09-51,New,ijdeed,جديد,military
Syrian,B-09-52,Noisy,fee Dhajeh,في ضجة,military
Syrian,B-09-53,Old (about things),aadeem,قديم,military
Syrian,B-09-54,Old (about people),‘ajooz,عجوز,military
Syrian,B-09-55,Powerful,aawee,قوي,military
Syrian,B-09-56,Quiet,haadee,هادي,military
Syrian,B-09-57,Right / Correct,SaH / mazbooT,صح / مزبوط,military
Syrian,B-09-58,Slow,baTee,بطيئ,military
Syrian,B-09-59,Soft,Taree,طري,military
Syrian,B-09-60,Very,ikteer,كتير,military
Syrian,B-09-61,Weak,iDh’eef,ضعيف,military
Syrian,B-09-62,Wet,ruTeb,رطب,military
Syrian,B-09-63,Wrong / Incorrect,KhaTaa / moo mazbooT,خطأ / مو مزبوط,military
Syrian,B-09-64,Young,shab,شاب,military
Syrian,B-09-65,Few / Little,aaleel / ishweyeh,قليل / شوية,military
Syrian,B-09-66,Many / Much,ikteer / ikteer,كتير / كتير,military
Syrian,B-09-67,Part,jeze,جزء,military
Syrian,B-09-68,Some / A few,ba’aDh / aleel,بعض / قليل,military
Syrian,B-09-69,Whole,kul,كل,military
Syrian,B-10-1,Emergency!,Tawaare!,طوارئ!,military
Syrian,B-10-2,We need a doctor!,ibneHtaaj duktoor!,بنحتاج دكتور!,military
Syrian,B-10-3,Distress signal,ishaaret iktee-aab,اشارة اكتئاب,military
Syrian,B-10-4,Help me!,saa’doonee!,ساعدوني!,military
Syrian,B-10-5,Evacuate the area!,faDhoo il manTa-a!,فضوا المنطقة!,military
Syrian,B-11-1,Food,Ta’aam,طعام,military
Syrian,B-11-10,Bread,Khebez,خبز,military
Syrian,B-11-11,Butter,zebdeh,زبدة,military
Syrian,B-11-12,Cheese,jebneh,جبنة,military
Syrian,B-11-13,Coffee,aahweh,قهوة,military
Syrian,B-11-14,Fish,samak,سمك,military
Syrian,B-11-15,Flour,TeHeen,طحين,military
Syrian,B-11-16,Fruit,fowaakey,فواكة,military
Syrian,B-11-17,Meat,laHam,لحم,military
Syrian,B-11-18,Milk,Haleeb,حليب,military
Syrian,B-11-19,Oil,zayt,زيت,military
Syrian,B-11-2,Can,‘lbeh,علبة,military
Syrian,B-11-20,Potatoes,baTaaTaa,بطاطا,military
Syrian,B-11-21,Rice,rez,رز,military
Syrian,B-11-22,Salt,meleH,ملح,military
Syrian,B-11-23,Soup,shoraba,شوربة,military
Syrian,B-11-24,Sugar,seker,سكر,military
Syrian,B-11-25,Tea,shaay,شاي,military
Syrian,B-11-26,Vegetables,KheDhar,خضر,military
Syrian,B-11-27,Water,maay,مي,military
Syrian,B-11-28,Wine,nabeez,نبيز,military
Syrian,B-11-29,Drink.,sharaab,شراب,military
Syrian,B-11-3,Cup,fenjaan,فنجان,military
Syrian,B-11-30,Eat,yaakul,يأكل,military
Syrian,B-11-31,Don’t push! We have plenty of food.,laa teDhghaT! ma’naa ikteer min il akel,لا تضغط! معنا كتير من الأكل,military
Syrian,B-11-32,Give me your bowl.,‘aTeenee zibdeetak,عطيني زبديتك,military
Syrian,B-11-33,Is the water safe to drink?,il maay SaaleH lil shurub?,المي صالح للشرب؟,military
Syrian,B-11-34,Boil the water.,ighlee il maay,اغلي المي,military
Syrian,B-11-35,Wash your hands.,ghasel edeyk,غسل إيديك,military
Syrian,B-11-36,Wash yourself here.,ghasel nafsak hon,غسل نفسك هون,military
Syrian,B-11-37,We need ___ liters of potable water.,ibnaHtaaj ___ letraat min il maay il SaaleH lil shurub,بنحتاج ___ ليترات من المي الصالح للشرب,military
Syrian,B-11-38,Where is the latrine?,wayn il merHaaDh?,وين المرحاض؟,military
Syrian,B-11-39,The latrine is to the ___.,il merHaaDh ‘ala ___,المرحاض على ___,military
Syrian,B-11-4,Fork,shokeh,شوكة,military
Syrian,B-11-40,The latrine is to the left.,il merHaaDh ‘ala ishmaal,المرحاض على الشمال,military
Syrian,B-11-41,The latrine is to the right.,il merHaaDh ‘ala il yameen,المرحاض على اليمين,military
Syrian,B-11-42,The latrine is straight ahead.,il merHaaDh edaam,المرحاض قدام,military
Syrian,B-11-43,Is the food fresh?,hal il akel taaza?,هل الأكل تازه؟,military
Syrian,B-11-44,Is the food spoiled?,il akel Kharbaan?,الأكل خربان؟,military
Syrian,B-11-45,Burn this ___.,iHre-lee yaahaa ___,إحرقلي ياها ___,military
Syrian,B-11-5,Knife,sekeeneh,سكينة,military
Syrian,B-11-6,Plate,SaHen,صحن,military
Syrian,B-11-7,Spoon,ma’la-a,معلقة,military
Syrian,B-11-8,Beans,fool,فول,military
Syrian,B-11-9,Beer,beera,بيرة,military
Syrian,B-12-1,Gasoline,benzeen,بانزين,military
Syrian,B-12-10,We need ___.,meHtaajeen,محتاجين ___,military
Syrian,B-12-11,400-cycle,arba’meet seekel,400 سيكل,military
Syrian,B-12-12,3-phase,trey vaaz,تري فاز,military
Syrian,B-12-13,Alternating current,tayaar metHawel,تيار متحول,military
Syrian,B-12-14,115-volt,meyeh wo Khomesta’ash waaT,115 واط,military
Syrian,B-12-2,Oil,zayt,زيت,military
Syrian,B-12-3,Diesel,maazot,مازوت,military
Syrian,B-12-4,Gas (propane),ghaaz,غاز,military
Syrian,B-12-5,Liters,letraat,ليترات,military
Syrian,B-12-6,Do you have ___?,‘andak ___?,عندك ___؟,military
Syrian,B-12-7,Hydraulic fluid,saa-el hedroleek,سائل هيدروليك,military
Syrian,B-12-8,Hydraulic system,nezaam hedroleek,نظام هيدروليك,military
Syrian,B-12-9,We need maintenance support.,laazemelnaa da’am lil Seeyaaneh,لازملنا دعم للصيانة,military
Syrian,B-13-1,Antibiotics,muDhaad Hayawee,مضاد حيوي,military
Syrian,B-13-10,Infection,iltehaab,إلتهاب,military
Syrian,B-13-11,Injured,majrooH,مجروح,military
Syrian,B-13-12,Malnutrition,soo taghzeeyeh,سوء تغزية,military
Syrian,B-13-13,Medic,Tubee,طبي,military
Syrian,B-13-14,Medicine,dawaa,دوى,military
Syrian,B-13-15,Nurse,mumareDha,ممرضة,military
Syrian,B-13-16,Poison,sam,سم,military
Syrian,B-13-17,Sick,mareeDh,مريض,military
Syrian,B-13-18,Vitamins,vetaameen,فيتامين,military
Syrian,B-13-19,Wound,jereH,جرح,military
Syrian,B-13-2,Bandage,Dhamaad,ضماد,military
Syrian,B-13-20,I am a doctor.,anaa duktoor,أنا دكتور,military
Syrian,B-13-21,I am not a doctor.,anaa moo duktoor,أنا مو دكتور,military
Syrian,B-13-22,I am going to help.,raH saa’dak,رح ساعدك,military
Syrian,B-13-23,Can you walk?,te-der timshee?,تقدر تمشي؟,military
Syrian,B-13-24,Can you sit?,te-der tu-’ud?,تقدر تقعد؟,military
Syrian,B-13-25,Can you stand?,te-der itwa-f?,تقدر إتوقف؟,military
Syrian,B-13-26,Are you in pain?,‘am tet-alam?,عم تتألم؟,military
Syrian,B-13-27,You will get a shot. (injection),raH na’Teek ibreh,رح نعطيك إبرة,military
Syrian,B-13-28,I will take you to the hospital.,raH aaKhdak lil mistashfaa,رح آخدك للمستشفى,military
Syrian,B-13-29,What is wrong?,sho il ghalaT?,شو الغلط؟,military
Syrian,B-13-3,Blood,dam,دم,military
Syrian,B-13-30,Are you injured?,inte menSaab?,إنت منصاب؟,military
Syrian,B-13-31,Can you feed yourself?,ibte-der itTa’mee Haalak?,إبتقدر تطعمي حالك؟,military
Syrian,B-13-32,Open your mouth.,iftaaH timak,إفتاح تمك,military
Syrian,B-13-33,Are you pregnant?,intee Haamel?,إنتي حامل؟,military
Syrian,B-13-4,Burn,Hare,حرق,military
Syrian,B-13-5,Clean,inDheef,إنضيف,military
Syrian,B-13-6,Dead,mayet,ميت,military
Syrian,B-13-7,Doctor,duktoor,دكتور,military
Syrian,B-13-8,Fever,Haraara,حرارة,military
Syrian,B-13-9,Hospital,mistashfaa,مستشفى,military
Syrian,B-14-1,Abdomen,baTen,بطن,military
Syrian,B-14-10,Face,wesh,وش,military
Syrian,B-14-11,Finger,iSba’,إصبع,military
Syrian,B-14-12,Foot,rejel,رجل,military
Syrian,B-14-13,Hair,sha’er,شعر,military
Syrian,B-14-14,Hand,eed,إيد,military
Syrian,B-14-15,Head,raas,راس,military
Syrian,B-14-16,Heart,alb,قلب,military
Syrian,B-14-17,Kidney,kelyeh,كلية,military
Syrian,B-14-18,Knee,rukbeh,ركبة,military
Syrian,B-14-19,Leg,faKhed,فخد,military
Syrian,B-14-2,Ankle,kaaHel,كاحل,military
